163;02_COLUMNAS;[dbo].[WF_InstanciaDocumento].[FechaAlta];"column_id=14; type=datetime; nullable=NO; identity=NO; default=(getdate())"
164;02_COLUMNAS;[dbo].[WF_InstanciaDocumento].[Usuario];"column_id=15; type=nvarchar(100); nullable=SI; identity=NO"
165;02_COLUMNAS;[dbo].[WF_InstanciaLog].[Id];"column_id=1; type=bigint; nullable=NO; identity=SI"
166;02_COLUMNAS;[dbo].[WF_InstanciaLog].[WF_InstanciaId];"column_id=2; type=bigint; nullable=NO; identity=NO"
167;02_COLUMNAS;[dbo].[WF_InstanciaLog].[FechaLog];"column_id=3; type=datetime; nullable=NO; identity=NO; default=(getdate())"
168;02_COLUMNAS;[dbo].[WF_InstanciaLog].[Nivel];"column_id=4; type=nvarchar(20); nullable=NO; identity=NO; default=('Info')"
169;02_COLUMNAS;[dbo].[WF_InstanciaLog].[Mensaje];"column_id=5; type=nvarchar(4000); nullable=SI; identity=NO"
170;02_COLUMNAS;[dbo].[WF_InstanciaLog].[NodoId];"column_id=6; type=nvarchar(100); nullable=SI; identity=NO"
171;02_COLUMNAS;[dbo].[WF_InstanciaLog].[NodoTipo];"column_id=7; type=nvarchar(100); nullable=SI; identity=NO"
172;02_COLUMNAS;[dbo].[WF_InstanciaLog].[Datos];"column_id=8; type=nvarchar(MAX); nullable=SI; identity=NO"
173;02_COLUMNAS;[dbo].[WF_Notificacion].[Id];"column_id=1; type=bigint; nullable=NO; identity=SI"
174;02_COLUMNAS;[dbo].[WF_Notificacion].[FechaCreacion];"column_id=2; type=datetime; nullable=NO; identity=NO; default=(getdate())"
175;02_COLUMNAS;[dbo].[WF_Notificacion].[WF_InstanciaId];"column_id=3; type=bigint; nullable=SI; identity=NO"
176;02_COLUMNAS;[dbo].[WF_Notificacion].[WF_DefinicionId];"column_id=4; type=int; nullable=SI; identity=NO"
177;02_COLUMNAS;[dbo].[WF_Notificacion].[NodoId];"column_id=5; type=nvarchar(50); nullable=SI; identity=NO"
178;02_COLUMNAS;[dbo].[WF_Notificacion].[NodoTipo];"column_id=6; type=nvarchar(100); nullable=SI; identity=NO"
179;02_COLUMNAS;[dbo].[WF_Notificacion].[Tipo];"column_id=7; type=nvarchar(30); nullable=NO; identity=NO; default=(N'sistema')"
180;02_COLUMNAS;[dbo].[WF_Notificacion].[Canal];"column_id=8; type=nvarchar(30); nullable=NO; identity=NO; default=(N'sistema')"
181;02_COLUMNAS;[dbo].[WF_Notificacion].[Prioridad];"column_id=9; type=nvarchar(20); nullable=NO; identity=NO; default=(N'normal')"
182;02_COLUMNAS;[dbo].[WF_Notificacion].[Titulo];"column_id=10; type=nvarchar(200); nullable=NO; identity=NO"
183;02_COLUMNAS;[dbo].[WF_Notificacion].[Mensaje];"column_id=11; type=nvarchar(MAX); nullable=SI; identity=NO"
184;02_COLUMNAS;[dbo].[WF_Notificacion].[UsuarioDestino];"column_id=12; type=nvarchar(200); nullable=SI; identity=NO"
185;02_COLUMNAS;[dbo].[WF_Notificacion].[RolDestino];"column_id=13; type=nvarchar(100); nullable=SI; identity=NO"
186;02_COLUMNAS;[dbo].[WF_Notificacion].[Destino];"column_id=14; type=nvarchar(300); nullable=SI; identity=NO"
187;02_COLUMNAS;[dbo].[WF_Notificacion].[UrlAccion];"column_id=15; type=nvarchar(500); nullable=SI; identity=NO"
188;02_COLUMNAS;[dbo].[WF_Notificacion].[Leido];"column_id=16; type=bit; nullable=NO; identity=NO; default=((0))"
189;02_COLUMNAS;[dbo].[WF_Notificacion].[FechaLeido];"column_id=17; type=datetime; nullable=SI; identity=NO"
190;02_COLUMNAS;[dbo].[WF_Notificacion].[LeidoPor];"column_id=18; type=nvarchar(200); nullable=SI; identity=NO"
191;02_COLUMNAS;[dbo].[WF_Notificacion].[CreadoPor];"column_id=19; type=nvarchar(200); nullable=SI; identity=NO"
192;02_COLUMNAS;[dbo].[WF_Notificacion].[DatosJson];"column_id=20; type=nvarchar(MAX); nullable=SI; identity=NO"
193;02_COLUMNAS;[dbo].[WF_NotificacionLectura].[Id];"column_id=1; type=bigint; nullable=NO; identity=SI"
194;02_COLUMNAS;[dbo].[WF_NotificacionLectura].[NotificacionId];"column_id=2; type=bigint; nullable=NO; identity=NO"
195;02_COLUMNAS;[dbo].[WF_NotificacionLectura].[Usuario];"column_id=3; type=nvarchar(200); nullable=NO; identity=NO"
196;02_COLUMNAS;[dbo].[WF_NotificacionLectura].[FechaLeido];"column_id=4; type=datetime; nullable=NO; identity=NO; default=(getdate())"
197;02_COLUMNAS;[dbo].[WF_Permiso].[PermisoKey];"column_id=1; type=nvarchar(80); nullable=NO; identity=NO"
198;02_COLUMNAS;[dbo].[WF_Permiso].[Nombre];"column_id=2; type=nvarchar(200); nullable=NO; identity=NO"
199;02_COLUMNAS;[dbo].[WF_Permiso].[Descripcion];"column_id=3; type=nvarchar(400); nullable=SI; identity=NO"
200;02_COLUMNAS;[dbo].[WF_Permiso].[Activo];"column_id=4; type=bit; nullable=NO; identity=NO; default=((1))"
201;02_COLUMNAS;[dbo].[WF_Queue].[Id];"column_id=1; type=bigint; nullable=NO; identity=SI"
202;02_COLUMNAS;[dbo].[WF_Queue].[Queue];"column_id=2; type=nvarchar(100); nullable=NO; identity=NO"
203;02_COLUMNAS;[dbo].[WF_Queue].[CorrelationId];"column_id=3; type=nvarchar(100); nullable=SI; identity=NO"
